2.385786802030456788e-01,5.286478747136150735e-01,1.807720689522654689e-01,1.000000000000000000e+00,1.016415087912559273e-01,7.989765917624274127e-01,9.121722579002380371e-01,2.385786802030456788e-01,5.286478747136150735e-01,0.000000000000000000e+00
6.091370558375635014e-01,8.773628396834695087e-01,3.596588000265404372e-01,1.000000000000000000e+00,1.643180887667010426e+00,6.143466458662931728e-01,7.416272163391113281e-01,5.989847715736040801e-01,8.102161352427897922e-01,5.000000000000000240e-05
5.253807106598984422e-01,9.575011758166446230e-01,4.475369901675869122e-01,1.000000000000000000e+00,2.435837028502815027e+00,3.508057426520498900e-01,7.208831310272216797e-01,6.776649746192893176e-01,9.350648922195352597e-01,1.000000000000000048e-04
8.248730964467004823e-01,9.656130296555147652e-01,4.640714638136174686e-01,1.000000000000000000e+00,2.573729994170588231e+00,2.739914847861609215e-01,6.845235824584960938e-01,8.502538071065990355e-01,9.672603626319603576e-01,5.000000000000000240e-05
5.913705583756345696e-01,9.548130987028214944e-01,4.639834049302488661e-01,1.000000000000000000e+00,2.394870527562559026e+00,2.461522227570752397e-01,7.119798064231872559e-01,8.172588832487309718e-01,9.762103297472769503e-01,1.499999999999999869e-04
8.350253807106599035e-01,9.768809648094282094e-01,5.223661605326790358e-01,1.000000000000000000e+00,2.818829604162538693e+00,2.885119643259408950e-01,6.864941716194152832e-01,8.451776649746193248e-01,9.850395378492023957e-01,2.000000000000000096e-04
8.350253807106599035e-01,9.823478733175651234e-01,5.566678483753823015e-01,1.000000000000000000e+00,2.976709265857398812e+00,2.601248133993269152e-01,6.773326992988586426e-01,8.680203045685279672e-01,9.863774150050380607e-01,1.000000000000000048e-04
7.817258883248731083e-01,9.707767579340108588e-01,4.075555891525251551e-01,1.000000000000000000e+00,2.676164507874825738e+00,2.408516488462611460e-01,6.835637092590332031e-01,9.035532994923858308e-01,9.872964934325629827e-01,2.500000000000000052e-04
8.857868020304568990e-01,9.860440163314282414e-01,6.153077351864658651e-01,1.000000000000000000e+00,3.109178859073394641e+00,2.122763146362466880e-01,6.674858331680297852e-01,9.111675126903553412e-01,9.886312488852517788e-01,2.999999999999999737e-04
8.071065989847715505e-01,9.649580724168392853e-01,4.452659361809972460e-01,1.000000000000000000e+00,2.561661656660549014e+00,2.217564395668749910e-01,6.782528162002563477e-01,9.086294416243654304e-01,9.887292331537479440e-01,1.499999999999999869e-04
7.005076142131979600e-01,9.736347827950894152e-01,4.981341081514127911e-01,1.000000000000000000e+00,2.739504175921902096e+00,2.240897982149040180e-01,6.861782073974609375e-01,9.111675126903553412e-01,9.886516849269266771e-01,3.499999999999999964e-04
7.766497461928933976e-01,9.729921888093485682e-01,4.368465969885628186e-01,1.000000000000000000e+00,2.724781210955352861e+00,2.228992569356481046e-01,6.784919500350952148e-01,9.187817258883248517e-01,9.905298259990963361e-01,4.000000000000000192e-04
8.248730964467004823e-01,9.752299841823092175e-01,5.399692782107368139e-01,1.000000000000000000e+00,2.777394233326444528e+00,2.735139492439382924e-01,6.787331104278564453e-01,9.213197969543147625e-01,9.908453234913494612e-01,2.000000000000000096e-04
7.893401015228426187e-01,9.395873854370986322e-01,4.538913739135934100e-01,1.000000000000000000e+00,2.193896526568903216e+00,2.461560617015704222e-01,6.835018396377563477e-01,9.137055837563451410e-01,9.912269476632181719e-01,4.500000000000000419e-04
8.324873096446701037e-01,9.734158927191348676e-01,5.221329433735785175e-01,1.000000000000000000e+00,2.734455682646216079e+00,2.287132613154442551e-01,6.716724038124084473e-01,9.111675126903553412e-01,9.909355264265601315e-01,5.000000000000000104e-04
8.604060913705583458e-01,9.801623305679189047e-01,5.851682752913703878e-01,1.000000000000000000e+00,2.909197378117814203e+00,2.188803751012239895e-01,6.676216125488281250e-01,9.137055837563451410e-01,9.912538486739811416e-01,2.500000000000000052e-04
7.563451776649746661e-01,9.399485251465096169e-01,4.025536077316942962e-01,1.000000000000000000e+00,2.198171005779937293e+00,2.091649832293128453e-01,6.783795356750488281e-01,9.187817258883248517e-01,9.911054471489624262e-01,5.500000000000000331e-04
6.903553299492385387e-01,9.235914904211681709e-01,3.841934516550063461e-01,1.000000000000000000e+00,2.021832774767081453e+00,3.214795570679815917e-01,6.961236596107482910e-01,9.238578680203045623e-01,9.911536413905311926e-01,5.999999999999999474e-04
